,smiles,inchi_key,error_type,error_message,retro_tool,db_search_tool,1_r1_smiles,1_r2_smiles,1_reaction,compound_set,elab_single_reactant,hit1,hit2,num_placed,num_successful,route_uuid,template,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit3,hit4,hit5,hit6
0,COC(=O)c1coc(CN(C)Cc2cc[nH]n2)n1,KEVJLIOFDCEABV-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C65365,,A2846a,A0556a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2846a_apo-desolv.pdb,,,,,,,
0,C1=C(c2ccccn2)CNCC1,ORBZHPMIKIFVPF-UHFFFAOYSA-N,SMARTSError,Reaction name Sp2-sp2_Suzuki_coupling not found in SMARTS handler.,,,,,,C6282,,A2629a,A3186a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3186a_apo-desolv.pdb,,,,,,,
0,c1ccc(C2CCNCC2)nc1,KVNQCSIGNRPHHM-UHFFFAOYSA-N,SMARTSError,Reaction name Sp3-sp2_Suzuki_coupling not found in SMARTS handler.,,,,,,C6258,,A3564a,A4943b,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3564a_apo-desolv.pdb,,,,,,,
0,c1nc([C@@H]2CCNC2)co1,IGFLHWNYLMXGMG-UHFFFAOYSA-N,SMARTSError,Reaction name Sp3-sp2_Suzuki_coupling not found in SMARTS handler.,,,,,,C6528,,A3694a,A0556a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3694a_apo-desolv.pdb,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7fa98b993f40>,WJNGKPOBVKGESA-UHFFFAOYSA-N,ReactionError,The reactants do not match the reaction SMARTS in reaction Chan-Lam_coupling_(amination) in mol NCc1cnco1 and OB(O)c1ccncc1F.,aizynthfinder,hippo,NCc1cnco1,OB(O)c1ccncc1F,Chan-Lam_coupling_(amination),,0.0,,,,,02a4485ab92594e1ceb07c25a0ae26f5,,,,,,,,
0,O=C(NCCCn1cccn1)Nc1ncccc1C(F)(F)F,LAVJEXPQSPEZFW-UHFFFAOYSA-N,,,aizynthfinder,hippo,Nc1ncccc1C(F)(F)F,NCCCn1cccn1,Formation_of_urea_from_two_amines,C63643,0.0,A0556a,A3564a,10000.0,172.0,8d84ea2f01c774d8a8b4fcaf06b87f51,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3564a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C63643/LAVJEXPQSPEZFW-UHFFFAOYSA-N/LAVJEXPQSPEZFW-UHFFFAOYSA-N_8d84ea2f01c774d8a8b4fcaf06b87f51_to_hippo.pkl.gz,10780.0,6558.0,,,,
0,O=C(N[C@]12CCC[C@H]1CCC2)[C@@H]1Cc2ccccc2N1,LXVIPPHHTAYJIW-UHFFFAOYSA-N,,,aizynthfinder,hippo,NC12CCCC1CCC2,CC(C)(C)OC(=O)C1Cc2ccccc2N1,Ester_amidation,C6131,0.0,A3982a,A1778a,32.0,1.0,641a0d32dc609b3a65dffb77052584a9,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3982a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C6131/LXVIPPHHTAYJIW-UHFFFAOYSA-N/LXVIPPHHTAYJIW-UHFFFAOYSA-N_641a0d32dc609b3a65dffb77052584a9_to_hippo.pkl.gz,32.0,2.0,,,,
0,O=C([C@H]1CCc2nncn2C1)N1CCCN(c2ncccn2)CC1,QYUCNRDAJOKRPK-UHFFFAOYSA-N,,,aizynthfinder,hippo,c1cnc(N2CCCNCC2)nc1,O=C(O)C1CCc2nncn2C1,Amidation,C62872,0.0,A1068b,A0239a,66.0,0.0,9cb9d51d73bc9e387a0499f94acc3284,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0239a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C62872/QYUCNRDAJOKRPK-UHFFFAOYSA-N/QYUCNRDAJOKRPK-UHFFFAOYSA-N_9cb9d51d73bc9e387a0499f94acc3284_to_hippo.pkl.gz,66.0,33.0,,,,
0,Cc1nnc2n1C[C@@H](NC(=O)CCc1n[nH]c3ccccc13)CC2,AOQUYKRGVSCMIY-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CCc1n[nH]c2ccccc12,Cc1nnc2n1CC(N)CC2,Amidation,C61947,0.0,A0497a,A0239a,172.0,0.0,348d323b6021024b9e6f1793f414df5e,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0497a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C61947/AOQUYKRGVSCMIY-UHFFFAOYSA-N/AOQUYKRGVSCMIY-UHFFFAOYSA-N_348d323b6021024b9e6f1793f414df5e_to_hippo.pkl.gz,172.0,27.0,,,,
0,C[C@H](CO)NC(=O)c1cccnc1S[C@@H](C)C(=O)N1CCCC1,HKLVJOPELRROKJ-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(Sc1ncccc1C(=O)O)C(=O)N1CCCC1,CC(N)CO,Amidation,C65008,0.0,A1776a,A4421a,10000.0,0.0,03499ccf04831e67a870f74b37d73635,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1776a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C65008/HKLVJOPELRROKJ-UHFFFAOYSA-N/HKLVJOPELRROKJ-UHFFFAOYSA-N_03499ccf04831e67a870f74b37d73635_to_hippo.pkl.gz,38796.0,6733.0,A4855a,,,
0,CC(C)(C)CCN1CCN(CCC(=O)N2CCNCC2)CC1,FUFCTZFRZVSXTB-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(CCO)N1CCNCC1,CC(C)(C)CCN1CCNCC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,C6187,0.0,A0469a,A4365a,18.0,0.0,56590995c28dbc4cffd4ca8feff594cb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4365a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C6187/FUFCTZFRZVSXTB-UHFFFAOYSA-N/FUFCTZFRZVSXTB-UHFFFAOYSA-N_56590995c28dbc4cffd4ca8feff594cb_to_hippo.pkl.gz,18.0,10.0,,,,
0,O=C(Nc1ccc(N2CCCCC2)cn1)c1ccc2c(c1)CCN2,CFGXRPXLHNPYEB-UHFFFAOYSA-N,,,aizynthfinder,hippo,Nc1ccc(N2CCCCC2)cn1,COC(=O)c1ccc2c(c1)CCN2,Ester_amidation,C64811,0.0,A1778a,A4031a,78.0,0.0,92eb383908aea4fbe5c93c193029ef2f,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4031a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C64811/CFGXRPXLHNPYEB-UHFFFAOYSA-N/CFGXRPXLHNPYEB-UHFFFAOYSA-N_92eb383908aea4fbe5c93c193029ef2f_to_hippo.pkl.gz,78.0,55.0,,,,
0,C=C1CC(NC(=O)[C@H]2Cc3ccccc3N2)C1,DQQDJWRXBCMXIH-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)C1Cc2ccccc2N1,C=C1CC(N)C1,Amidation,C6132,0.0,A4214a,A1778a,352.0,1.0,05bfe157a825fdecc1ab978ccf695b2a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4214a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C6132/DQQDJWRXBCMXIH-UHFFFAOYSA-N/DQQDJWRXBCMXIH-UHFFFAOYSA-N_05bfe157a825fdecc1ab978ccf695b2a_to_hippo.pkl.gz,352.0,176.0,,,,
0,CCCc1ncc(CNC(=O)Nc2cccnc2)o1,HVAHNKDDJIROCW-UHFFFAOYSA-N,SMARTSError,Reaction name Isocyanate_to_urea not found in SMARTS handler.,,,,,,C66135,,A3623a,A3897a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3897a_apo-desolv.pdb,,,,,,,
0,C[C@H](NC[C@@H](n1cccn1)C(F)(F)F)c1cccc2[nH]ncc12,SAIOTEOVHAXKQN-UHFFFAOYSA-N,SMARTSError,Reaction name Petasis-borono_Mannich_reaction not found in SMARTS handler.,,,,,,C686,,A0486a,A3207a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3207a_apo-desolv.pdb,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7fca41a5bf40>,CMZOTFOSHDWTHE-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction S-nucleophilic_aromatic_substitution in mol Sc1ncc[nH]1 and O=C(O)c1nccc(Cl)n1,aizynthfinder,hippo,Sc1ncc[nH]1,O=C(O)c1nccc(Cl)n1,S-nucleophilic_aromatic_substitution,,0.0,,,,,31f8742c396246ed4431fcd2325ee3de,,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7f5874547f40>,NALJDFTWWSKAFR-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Chan-Lam_coupling_(amination) in mol OB(O)c1ccccn1 and C=C1CCCNC1,aizynthfinder,hippo,OB(O)c1ccccn1,C=C1CCCNC1,Chan-Lam_coupling_(amination),,0.0,,,,,0cbd2373e393712230178f65340ec407,,,,,,,,
0,C[C@@H](CC(=O)N[C@@H]1CCN(C(=O)C2CCCC2)C1)C(F)(F)F,AVOIXSQDOULTDX-UHFFFAOYSA-N,KeyError,combined,aizynthfinder,hippo,CC(CC(=O)O)C(F)(F)F,NC1CCN(C(=O)C2CCCC2)C1,Amidation,C7166,0.0,A1445a,A0926a,,,b1fda551efa2ab7a055210f8d5845e27,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0926a_apo-desolv.pdb,,,,,,,
0,C[C@H](CC(=O)Nc1cc(C2CCNCC2)n[nH]1)C(F)(F)F,NUBNQKVFZUNLSK-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(CC(=O)O)C(F)(F)F,Nc1cc(C2CCNCC2)n[nH]1,Amidation,C7139,0.0,A1445a,A4321b,1083.0,244.0,fbd36bf669df0073d874677c2e178ddb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4321b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7139/NUBNQKVFZUNLSK-UHFFFAOYSA-N/NUBNQKVFZUNLSK-UHFFFAOYSA-N_fbd36bf669df0073d874677c2e178ddb_to_hippo.pkl.gz,1083.0,294.0,,,,
0,C[C@H](CC(=O)N[C@@H]1CCCC12CC2)C(F)(F)F,RPYFJMJVSOYEFT-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(CC(=O)O)C(F)(F)F,NC1CCCC12CC2,Amidation,C7141,0.0,A1445a,A3509b,1270.0,1.0,e2820f0897b50ba480b8841c9a3ec73a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3509b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7141/RPYFJMJVSOYEFT-UHFFFAOYSA-N/RPYFJMJVSOYEFT-UHFFFAOYSA-N_e2820f0897b50ba480b8841c9a3ec73a_to_hippo.pkl.gz,1270.0,140.0,,,,
0,c1ccc(N2[C@H]3CC[C@@H]2CC3)nc1,YOAMNICQXAJQJO-UHFFFAOYSA-N,,,aizynthfinder,hippo,Ic1ccccn1,C1CC2CCC1N2,N-nucleophilic_aromatic_substitution,C712,0.0,A3194a,A0875a,10000.0,283.0,d450e23f8f21c24f5b864ffb2155f11a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C712/YOAMNICQXAJQJO-UHFFFAOYSA-N/YOAMNICQXAJQJO-UHFFFAOYSA-N_d450e23f8f21c24f5b864ffb2155f11a_to_hippo.pkl.gz,33942.0,8032.0,,,,
0,C[C@H](CC(=O)Nc1ccn(C2CCCCC2)n1)C(F)(F)F,YQLHABXLGQDQAK-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(CC(=O)O)C(F)(F)F,Nc1ccn(C2CCCCC2)n1,Amidation,C7181,0.0,A4707a,A1445a,1317.0,953.0,c27a01855e9399a277017555e0e8b527,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4707a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7181/YQLHABXLGQDQAK-UHFFFAOYSA-N/YQLHABXLGQDQAK-UHFFFAOYSA-N_c27a01855e9399a277017555e0e8b527_to_hippo.pkl.gz,1317.0,357.0,,,,
0,CC(C)[C@@H](NS(=O)(=O)c1ccc2c(c1)OCCCO2)C(=O)Nc1ccc(N2CCCCC2)cc1,XXCNYTHYAPNDQY-UHFFFAOYSA-N,,,aizynthfinder,hippo,Nc1ccc(N2CCCCC2)cc1,CC(C)C(NS(=O)(=O)c1ccc2c(c1)OCCCO2)C(=O)O,Amidation,C6632,0.0,A0351b,A4877a,118.0,0.0,299c7ea45ef77deb4988a2f5a9d05f72,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4877a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C6632/XXCNYTHYAPNDQY-UHFFFAOYSA-N/XXCNYTHYAPNDQY-UHFFFAOYSA-N_299c7ea45ef77deb4988a2f5a9d05f72_to_hippo.pkl.gz,118.0,44.0,,,,
0,O=C(OCc1ccc2cn[nH]c2c1)C1(n2cccn2)CCC1,JMKABZRQVLZKMP-UHFFFAOYSA-N,,,aizynthfinder,hippo,OCc1ccc2cn[nH]c2c1,O=C(O)C1(n2cccn2)CCC1,Steglich_esterification,C678,0.0,A3181b,A0428a,3.0,0.0,1d003f19d3cf34b8f484ea384b7a5f9c,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0428a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C678/JMKABZRQVLZKMP-UHFFFAOYSA-N/JMKABZRQVLZKMP-UHFFFAOYSA-N_1d003f19d3cf34b8f484ea384b7a5f9c_to_hippo.pkl.gz,3.0,3.0,,,,
0,O=C(NCc1nnc2n1CCCC2)c1cncc(N2CCCC2)n1,BZZOYINXFCNSHF-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1cncc(N2CCCC2)n1,NCc1nnc2n1CCCC2,Amidation,C73035,0.0,A0239a,A4855a,22.0,0.0,fd2c7d65fbd4dedbfcceb5a4c84a7da4,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0239a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C73035/BZZOYINXFCNSHF-UHFFFAOYSA-N/BZZOYINXFCNSHF-UHFFFAOYSA-N_fd2c7d65fbd4dedbfcceb5a4c84a7da4_to_hippo.pkl.gz,22.0,13.0,,,,
0,C[C@H](CC(=O)Nc1cc(Br)ccc1N1CCCC1)C(F)(F)F,KHYQSBBCZQEPEA-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(CC(=O)O)C(F)(F)F,Nc1cc(Br)ccc1N1CCCC1,Amidation,C7185,0.0,A4445a,A1445a,1847.0,101.0,ba8efa8f1b1e832067d9b270e8b5e900,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4445a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7185/KHYQSBBCZQEPEA-UHFFFAOYSA-N/KHYQSBBCZQEPEA-UHFFFAOYSA-N_ba8efa8f1b1e832067d9b270e8b5e900_to_hippo.pkl.gz,1847.0,200.0,,,,
0,Cc1cc(NC(=O)C[C@@H](C)C(F)(F)F)nn1C1CCCCC1,IBTBUYIARLWWHM-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r2. No products will be found.,aizynthfinder,hippo,CC(CC(=O)O)C(F)(F)F,Cc1cc(N)nn1C1CCCCC1,Amidation,C7182,0.0,A4343b,A1445a,,,6ef784f7a8128e9e48ffdeb8ff532108,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4343b_apo-desolv.pdb,,,,,,,
0,O=S(=O)(N1CCCC1)N1CCc2ccc(Br)cc21,LYKXFHHASTVORN-UHFFFAOYSA-N,ValueError,ChemicalParserException: initMatchers() must be called before runReactants(),aizynthfinder,hippo,Brc1ccc2c(c1)NCC2,O=S(=O)(Cl)N1CCCC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),C72721,0.0,A5091a,A1778a,,,67ab15b667e4507b04cc6d2a36487198,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A5091a_apo-desolv.pdb,,,,,,,
0,O=C(c1cccc2[nH]ncc12)N1CCC(N2CCCC2)CC1,JPZZIQFEUYXBCW-UHFFFAOYSA-N,,,aizynthfinder,hippo,C1CCN(C2CCNCC2)C1,O=C(O)c1cccc2[nH]ncc12,Amidation,C7092,0.0,A3483a,A0497a,1148.0,0.0,0fa783a8bf9c43b7150620fa47ba1e5a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3483a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7092/JPZZIQFEUYXBCW-UHFFFAOYSA-N/JPZZIQFEUYXBCW-UHFFFAOYSA-N_0fa783a8bf9c43b7150620fa47ba1e5a_to_hippo.pkl.gz,1148.0,682.0,,,,
0,O=C(NCCN1CCOCC1=O)c1cccnc1-n1cccn1,MZDGATSJXWUBEN-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1cccnc1-n1cccn1,NCCN1CCOCC1=O,Amidation,C65382,0.0,A3435a,A0556a,21.0,0.0,5ef3adea31710c50879d983289b954fb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3435a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C65382/MZDGATSJXWUBEN-UHFFFAOYSA-N/MZDGATSJXWUBEN-UHFFFAOYSA-N_5ef3adea31710c50879d983289b954fb_to_hippo.pkl.gz,21.0,12.0,,,,
0,CC[C@@H](C)[C@H](NC(=O)c1ccc2c(c1)OCO2)C(=O)Nc1cccc(N2CCCC2)c1,IZLSOQIKOWDXOQ-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1ccc2c(c1)OCO2,CCC(C)C(N)C(=O)Nc1cccc(N2CCCC2)c1,Amidation,C68683,0.0,A0351b,A3621a,108.0,0.0,149ecc67ab7c09e1adc3abf05bcdd981,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0351b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C68683/IZLSOQIKOWDXOQ-UHFFFAOYSA-N/IZLSOQIKOWDXOQ-UHFFFAOYSA-N_149ecc67ab7c09e1adc3abf05bcdd981_to_hippo.pkl.gz,108.0,27.0,,,,
0,C[C@@H](NC(=O)NCc1ccccc1N1CCCC1)c1ncco1,XYEZCRBOLJWWSO-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(N)c1ncco1,NCc1ccccc1N1CCCC1,Formation_of_urea_from_two_amines,C70623,0.0,A3623a,A3694a,692.0,82.0,ae1a94cee09f1df5ace8af7efe86794c,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3694a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C70623/XYEZCRBOLJWWSO-UHFFFAOYSA-N/XYEZCRBOLJWWSO-UHFFFAOYSA-N_ae1a94cee09f1df5ace8af7efe86794c_to_hippo.pkl.gz,692.0,308.0,,,,
0,O=C(NCCC1CC=CC1)c1ccnc(-n2cccn2)c1,VJAJBTQOYAJDPL-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1ccnc(-n2cccn2)c1,NCCC1CC=CC1,Amidation,C65392,0.0,A3435a,A0556a,15.0,7.0,4acc5f453f5796eaa092dc0b37111b4d,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3435a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C65392/VJAJBTQOYAJDPL-UHFFFAOYSA-N/VJAJBTQOYAJDPL-UHFFFAOYSA-N_4acc5f453f5796eaa092dc0b37111b4d_to_hippo.pkl.gz,15.0,12.0,,,,
0,FC(F)C(F)(F)COc1cc(NCc2cncnc2)ccn1,LHWDWDRIRYSRET-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=Cc1cncnc1,Nc1ccnc(OCC(F)(F)C(F)F)c1,Reductive_amination,C72837,0.0,A1146a,A4031b,1258.0,0.0,9da39279e6a6c5b0d37175bf5af05dce,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4031b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C72837/LHWDWDRIRYSRET-UHFFFAOYSA-N/LHWDWDRIRYSRET-UHFFFAOYSA-N_9da39279e6a6c5b0d37175bf5af05dce_to_hippo.pkl.gz,1258.0,667.0,,,,
0,CC(C)C[C@@H](NC(=O)NCC(=O)N1CCCCC1)C(C)(C)C,OKPCGXCBARQEEC-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCC(=O)N1CCCCC1,CC(C)CC(N)C(C)(C)C,Formation_of_urea_from_two_amines,C6688,0.0,A3977b,A4306a,520.0,0.0,f7eb4794b1d3959ae1b085ecba2dc3ea,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4306a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C6688/OKPCGXCBARQEEC-UHFFFAOYSA-N/OKPCGXCBARQEEC-UHFFFAOYSA-N_f7eb4794b1d3959ae1b085ecba2dc3ea_to_hippo.pkl.gz,520.0,107.0,,,,
0,CCn1ncc2ccc(NC(=O)N(C)[C@@H](C)c3ccncc3)cc21,GDWHZKUVFYWLOX-UHFFFAOYSA-N,,,aizynthfinder,hippo,CNC(C)c1ccncc1,CCn1ncc2ccc(N)cc21,Formation_of_urea_from_two_amines,C71025,0.0,A1105b,A0497a,486.0,3.0,2d9949fbc428337f6c3a0099ed3250cd,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1105b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C71025/GDWHZKUVFYWLOX-UHFFFAOYSA-N/GDWHZKUVFYWLOX-UHFFFAOYSA-N_2d9949fbc428337f6c3a0099ed3250cd_to_hippo.pkl.gz,486.0,221.0,,,,
0,C[C@H](OC(F)F)C(=O)Nc1n[nH]c2cccc(-n3cccn3)c12,SZDLHMXCGWCAQL-UHFFFAOYSA-N,,,aizynthfinder,hippo,Nc1n[nH]c2cccc(-n3cccn3)c12,CC(OC(F)F)C(=O)O,Amidation,C684,0.0,A1105b,A0497a,4.0,4.0,3df4799b0d0eab90deeec3c3a77e7b2a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1105b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C684/SZDLHMXCGWCAQL-UHFFFAOYSA-N/SZDLHMXCGWCAQL-UHFFFAOYSA-N_3df4799b0d0eab90deeec3c3a77e7b2a_to_hippo.pkl.gz,4.0,2.0,,,,
0,C[C@@H](C(=O)NCCN1CCCC1)N1CCc2ccccc21,YKKKROMSHYNZCM-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(C(=O)O)N1CCc2ccccc21,NCCN1CCCC1,Amidation,C69028,0.0,A3581a,A1778a,2416.0,84.0,31620ae53551aefdbb09cc95c52c1cc2,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3581a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C69028/YKKKROMSHYNZCM-UHFFFAOYSA-N/YKKKROMSHYNZCM-UHFFFAOYSA-N_31620ae53551aefdbb09cc95c52c1cc2_to_hippo.pkl.gz,2416.0,450.0,,,,
