,smiles,inchi_key,error_type,error_message,retro_tool,db_search_tool,1_r1_smiles,1_r2_smiles,1_reaction,compound_set,elab_single_reactant,hit1,hit2,num_placed,num_successful,route_uuid,template,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit3,hit4,hit5,hit6
0,<rdkit.Chem.rdchem.Mol object at 0x7f1d958444a0>,FGJOWJHHEOWVGK-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol NOC1CCCCC1 and COc1ccc(CCC(=O)O)cn1,aizynthfinder,hippo,NOC1CCCCC1,COc1ccc(CCC(=O)O)cn1,Amidation,,0.0,,,,,f4ecf98172e867cb5af5ffc5fffc2337,,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7fb407a4bf40>,REBHPYHCNJHMBG-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol NOC1CCC1 and CC(C(=O)O)n1ccc(C(F)(F)F)n1,aizynthfinder,hippo,NOC1CCC1,CC(C(=O)O)n1ccc(C(F)(F)F)n1,Amidation,,0.0,,,,,f075de8ee52627ec838fd68574521d4c,,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7f060b0eff40>,IBUVLDQWYDBITO-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol NOC1CCCCC1 and CC(C(=O)O)N1CCN(C)CC1,aizynthfinder,hippo,NOC1CCCCC1,CC(C(=O)O)N1CCN(C)CC1,Amidation,,0.0,,,,,9fb504218efe3d6b27fecec0c7f80681,,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7f18dbc57f40>,SJYNETFQBPJTBE-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol ONC1CCCC1 and CN1CCCCC1CCC(=O)O,aizynthfinder,hippo,ONC1CCCC1,CN1CCCCC1CCC(=O)O,Amidation,,0.0,,,,,fc011e01a6ca88a02dcb9d5fe622247b,,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7f4f55ad3ed0>,CEMHLKLHGFCDOP-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol CCC(=O)O and NOC1CCCCC1,aizynthfinder,hippo,CCC(=O)O,NOC1CCCCC1,Amidation,,0.0,,,,,f3a5e1e8b7a6bb023a765a38c81e997e,,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7f460ee7fed0>,AXOVECJXLBLXBH-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol NOC1CCCC1 and CC(C(=O)O)C1CNC1,aizynthfinder,hippo,NOC1CCCC1,CC(C(=O)O)C1CNC1,Amidation,,0.0,,,,,7a47ffa4fb23141c7f590d0834d3dd47,,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7f113f613f40>,QNCXQWQUBKXTSX-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol NOC1CCCC1 and CC(C(=O)O)c1ccccc1C(F)(F)F,aizynthfinder,hippo,NOC1CCCC1,CC(C(=O)O)c1ccccc1C(F)(F)F,Amidation,,0.0,,,,,fc7097054636369fbba300de0d04752f,,,,,,,,
0,C[C@H](CNC(=O)Nc1nnc(-c2ccccn2)s1)N1CCc2sccc2C1,CVVQZKTUYHICCC-UHFFFAOYSA-N,,,aizynthfinder,hippo,Nc1nnc(-c2ccccn2)s1,CC(CN)N1CCc2sccc2C1,Formation_of_urea_from_two_amines,C12403,0.0,A4298a,A1778a,54.0,0.0,7d8d3b100ee639572724d885595ae279,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4298a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C12403/CVVQZKTUYHICCC-UHFFFAOYSA-N/CVVQZKTUYHICCC-UHFFFAOYSA-N_7d8d3b100ee639572724d885595ae279_to_hippo.pkl.gz,54.0,27.0,,,,
0,O=C([C@H](F)[C@H]1CCNC1)N1CCc2cccc(C(F)(F)F)c2C1,GFCHJLUTXGTXAR-UHFFFAOYSA-N,,,aizynthfinder,hippo,FC(F)(F)c1cccc2c1CNCC2,CCOC(=O)C(F)C1CCNC1,Ester_amidation,C1238,0.0,A2293a,A4306a,16.0,0.0,e70c7133e072eba641eded8b1db0a881,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2293a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C1238/GFCHJLUTXGTXAR-UHFFFAOYSA-N/GFCHJLUTXGTXAR-UHFFFAOYSA-N_e70c7133e072eba641eded8b1db0a881_to_hippo.pkl.gz,16.0,3.0,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7f99bb7efed0>,AZDQXSSEMYQDTA-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol NOC1CCCC1 and CC(C(=O)O)C1CCN(C(=O)OC(C)(C)C)C1,aizynthfinder,hippo,NOC1CCCC1,CC(C(=O)O)C1CCN(C(=O)OC(C)(C)C)C1,Amidation,,0.0,,,,,6b497d03e3d3e74dbeeb0e7da2a57f08,,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7f46ef08bed0>,CUEVYSRYKCNYRY-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol CC(Sc1ccccn1)C(=O)O and C1CC12CNOC2,aizynthfinder,hippo,CC(Sc1ccccn1)C(=O)O,C1CC12CNOC2,Amidation,,0.0,,,,,1f1532f42233880a73ac7678e54e50b8,,,,,,,,
0,CCn1cccc(CNC(=O)Nc2cn3cccnc3n2)c1=O,ILKJWDJJINULLS-UHFFFAOYSA-N,KeyError,combined,aizynthfinder,hippo,Nc1cn2cccnc2n1,CCn1cccc(CN)c1=O,Formation_of_urea_from_two_amines,C129989,0.0,A0525a,A0202a,,,ced30a3cc89d72567119d593f6f548d6,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0202a_apo-desolv.pdb,,,,,,,
0,O=C(CC[C@H]1CCCO1)NC[C@]1(O)CCCc2ccccc21,KRFRNBXJSXYDDU-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CCC1CCCO1,NCC1(O)CCCc2ccccc21,Amidation,C129593,0.0,A0608a,A0239a,4036.0,205.0,3f5d24c206915c2b6a265277fcec3058,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0239a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C129593/KRFRNBXJSXYDDU-UHFFFAOYSA-N/KRFRNBXJSXYDDU-UHFFFAOYSA-N_3f5d24c206915c2b6a265277fcec3058_to_hippo.pkl.gz,4036.0,222.0,,,,
0,C[C@H](Sc1ccccn1)C(=O)N1CCOCC2(CC2)C1,NOLYSQFICWENKE-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(Sc1ccccn1)C(=O)O,C1COCC2(CC2)CN1,Amidation,C13612,0.0,A3207a,A1778a,20.0,0.0,7748e2d3c156fa11b9647dec4ed9fc7d,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3207a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13612/NOLYSQFICWENKE-UHFFFAOYSA-N/NOLYSQFICWENKE-UHFFFAOYSA-N_7748e2d3c156fa11b9647dec4ed9fc7d_to_hippo.pkl.gz,20.0,3.0,,,,
0,C[C@H](CNS(=O)(=O)CCc1cnoc1)Cn1cc(C(F)(F)F)cn1,GKRPCXYDRCZNEJ-UHFFFAOYSA-N,ValueError,ChemicalParserException: initMatchers() must be called before runReactants(),aizynthfinder,hippo,O=S(=O)(Cl)CCc1cnoc1,CC(CN)Cn1cc(C(F)(F)F)cn1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),C125028,0.0,A0541a,A2304a,,,49b775465f06f028cc9b9c1a71d27ddb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0541a_apo-desolv.pdb,,,,,,,
0,O=C(NCc1ccc2c(c1)OCO2)c1ccc(N2CCOC2=O)cc1,VEAOSVDTZUAADO-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCc1ccc2c(c1)OCO2,O=C(O)c1ccc(N2CCOC2=O)cc1,Amidation,C137292,0.0,A0351b,A0354a,83.0,0.0,81e9a5f99cf4f06f1f372f6cca86b97d,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0354a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C137292/VEAOSVDTZUAADO-UHFFFAOYSA-N/VEAOSVDTZUAADO-UHFFFAOYSA-N_81e9a5f99cf4f06f1f372f6cca86b97d_to_hippo.pkl.gz,83.0,62.0,,,,
0,C[C@H](Sc1ccccn1)C(=O)N1CCC[C@H]1c1nccs1,XFTRGEJLGGFFLL-UHFFFAOYSA-N,,,aizynthfinder,hippo,c1csc(C2CCCN2)n1,CC(Sc1ccccn1)C(=O)O,Amidation,C13661,0.0,A1776a,A4031a,32.0,0.0,1fe818190053215ac3ce6454be186cb4,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4031a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13661/XFTRGEJLGGFFLL-UHFFFAOYSA-N/XFTRGEJLGGFFLL-UHFFFAOYSA-N_1fe818190053215ac3ce6454be186cb4_to_hippo.pkl.gz,32.0,8.0,,,,
0,N#CCN(CC#N)C(=O)CC[C@@H]1CCCCN1,HPZYIMYCTDBYEK-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CCC1CCCCN1,N#CCNCC#N,Amidation,C1373,0.0,A3306a,A4320a,46.0,1.0,d3aff50bc22d0a7985f4890c91240894,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3306a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C1373/HPZYIMYCTDBYEK-UHFFFAOYSA-N/HPZYIMYCTDBYEK-UHFFFAOYSA-N_d3aff50bc22d0a7985f4890c91240894_to_hippo.pkl.gz,46.0,10.0,,,,
0,C[C@H](Sc1ccccn1)C(=O)N1CCCCc2c(O)cccc21,WQDYLJGBYWAYGW-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(Sc1ccccn1)C(=O)O,Oc1cccc2c1CCCCN2,Amidation,C13629,0.0,A2846a,A1778a,2.0,0.0,d6370fff6d41765b12ba7a80925db380,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2846a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13629/WQDYLJGBYWAYGW-UHFFFAOYSA-N/WQDYLJGBYWAYGW-UHFFFAOYSA-N_d6370fff6d41765b12ba7a80925db380_to_hippo.pkl.gz,2.0,1.0,,,,
0,O=C(CCCN1CCCCC1)N1CC[C@H]1c1ccccc1,YPSWQHNOQUDWBB-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CCCN1CCCCC1,c1ccc(C2CCN2)cc1,Amidation,C124752,0.0,A0875a,A4715a,4982.0,44.0,94476ecc552653eb757a27757d9265a1,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C124752/YPSWQHNOQUDWBB-UHFFFAOYSA-N/YPSWQHNOQUDWBB-UHFFFAOYSA-N_94476ecc552653eb757a27757d9265a1_to_hippo.pkl.gz,4982.0,470.0,,,,
0,O=C(c1cccc2c1CCCN2)N1CCC[C@@H](c2ccncc2)C1,BCDQTWFBHRJQBJ-UHFFFAOYSA-N,,,aizynthfinder,hippo,c1cc(C2CCCNC2)ccn1,O=C(O)c1cccc2c1CCCN2,Amidation,C12499,0.0,A4333a,A0586a,36.0,0.0,90851bc6ad924eee543a0854046d5814,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0586a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C12499/BCDQTWFBHRJQBJ-UHFFFAOYSA-N/BCDQTWFBHRJQBJ-UHFFFAOYSA-N_90851bc6ad924eee543a0854046d5814_to_hippo.pkl.gz,36.0,18.0,A4365a,,,
0,O=C(NCCN1CCNC1=O)NCc1ccc(-c2ccn[nH]2)cc1,ARLQJSHPRHVDLE-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCc1ccc(-c2ccn[nH]2)cc1,NCCN1CCNC1=O,Formation_of_urea_from_two_amines,C124674,0.0,A1081b,A0717a,183.0,17.0,0f3f901bddfada142d0bcc229ecefb4d,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1081b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C124674/ARLQJSHPRHVDLE-UHFFFAOYSA-N/ARLQJSHPRHVDLE-UHFFFAOYSA-N_0f3f901bddfada142d0bcc229ecefb4d_to_hippo.pkl.gz,183.0,106.0,,,,
0,CCN(CC)C(=O)c1cccc(NC(=O)[C@H](C)N2CCc3ccccc32)c1,HKXZWNGJYYWBSS-UHFFFAOYSA-N,,,aizynthfinder,hippo,CCN(CC)C(=O)c1cccc(N)c1,CC(C(=O)O)N1CCc2ccccc21,Amidation,C124652,0.0,A0863a,A1778a,164.0,0.0,dad24eac8ee3b26452ec1debb90b9fb5,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0863a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C124652/HKXZWNGJYYWBSS-UHFFFAOYSA-N/HKXZWNGJYYWBSS-UHFFFAOYSA-N_dad24eac8ee3b26452ec1debb90b9fb5_to_hippo.pkl.gz,164.0,70.0,,,,
0,CNC(=O)c1cc(NCc2cccc3c2CCCN3)ccn1,FKTAAXVJSFCNDC-UHFFFAOYSA-N,,,aizynthfinder,hippo,OCc1cccc2c1CCCN2,CNC(=O)c1cc(N)ccn1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,C12439,0.0,A0586a,A4274b,8.0,0.0,2cb7213bb8bcb1f25b056c64f4ff6b5a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4274b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C12439/FKTAAXVJSFCNDC-UHFFFAOYSA-N/FKTAAXVJSFCNDC-UHFFFAOYSA-N_2cb7213bb8bcb1f25b056c64f4ff6b5a_to_hippo.pkl.gz,8.0,8.0,,,,
0,C[C@H](Sc1nnc(-c2ccncc2)[nH]1)C(=O)c1ccco1,AJANJNXHNMDIHZ-UHFFFAOYSA-N,,,aizynthfinder,hippo,Sc1nnc(-c2ccncc2)[nH]1,CC(Br)C(=O)c1ccco1,Nucleophilic_substitution_with_thiol,C13648,0.0,A4298a,A1778a,48.0,3.0,0c251ca960ea5c8c386b0988bab1f47d,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4298a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13648/AJANJNXHNMDIHZ-UHFFFAOYSA-N/AJANJNXHNMDIHZ-UHFFFAOYSA-N_0c251ca960ea5c8c386b0988bab1f47d_to_hippo.pkl.gz,48.0,24.0,,,,
0,CCSc1cc(C(=O)N[C@@H](C)COC)ccn1,YAGIQJGUZXILLT-UHFFFAOYSA-N,,,aizynthfinder,hippo,COCC(C)N,CCSc1cc(C(=O)O)ccn1,Amidation,C124499,0.0,A2629a,A3176a,1032.0,24.0,3b8c067929a0e99f237137e1e207c58b,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3176a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C124499/YAGIQJGUZXILLT-UHFFFAOYSA-N/YAGIQJGUZXILLT-UHFFFAOYSA-N_3b8c067929a0e99f237137e1e207c58b_to_hippo.pkl.gz,1032.0,420.0,,,,
0,COC[C@@H]1CN(C(=O)[C@@H](C)Sc2ccccn2)CCO1,OORLBSFUVZGRGR-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(Sc1ccccn1)C(=O)O,COCC1CNCCO1,Amidation,C13636,0.0,A1776a,A4874a,566.0,0.0,b308e59eb17d3cfa160a1aded50dcace,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4874a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13636/OORLBSFUVZGRGR-UHFFFAOYSA-N/OORLBSFUVZGRGR-UHFFFAOYSA-N_b308e59eb17d3cfa160a1aded50dcace_to_hippo.pkl.gz,566.0,89.0,,,,
0,COC[C@H]1CCCN1C(=O)[C@H](C)Sc1ccccn1,DSHXVVHRVRWWBZ-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(Sc1ccccn1)C(=O)O,COCC1CCCN1,Amidation,C13635,0.0,A4237a,A1778a,2200.0,6.0,04ef0c4d9ab1fbae8408ad9535afd73a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4237a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13635/DSHXVVHRVRWWBZ-UHFFFAOYSA-N/DSHXVVHRVRWWBZ-UHFFFAOYSA-N_04ef0c4d9ab1fbae8408ad9535afd73a_to_hippo.pkl.gz,2200.0,282.0,,,,
0,CC[C@@H]1C(=O)NCCN1C(=O)[C@@H](C)Sc1ccccn1,ZQFYEICALXCDIF-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(Sc1ccccn1)C(=O)O,CCC1NCCNC1=O,Amidation,C13624,0.0,A3229a,A1778a,242.0,0.0,dd3f503d8b89ed3b0e282591d7fd806f,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3229a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13624/ZQFYEICALXCDIF-UHFFFAOYSA-N/ZQFYEICALXCDIF-UHFFFAOYSA-N_dd3f503d8b89ed3b0e282591d7fd806f_to_hippo.pkl.gz,242.0,53.0,,,,
0,C[C@H](Sc1ccccn1)C(=O)N1c2ccncc2C[C@H]1C,LAWDOCROZLLCBL-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r2. No products will be found.,aizynthfinder,hippo,CC1Cc2cnccc2N1,CC(Sc1ccccn1)C(=O)O,Amidation,C13618,0.0,A1776a,A3869a,,,13980ee9fdd72822a5094d5220601093,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3869a_apo-desolv.pdb,,,,,,,
0,O=C(Cc1nsc2ccccc12)N1CCOC[C@H]1c1nc2ccccc2s1,OCOAFNKPMGWDGK-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r2. No products will be found.,aizynthfinder,hippo,c1ccc2sc(C3COCCN3)nc2c1,O=C(O)Cc1nsc2ccccc12,Amidation,C137590,0.0,A0514b,A0486a,,,7d39f56015d3b76fc7a2b0819d864f28,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0514b_apo-desolv.pdb,,,,,,,
0,CCOc1ccc2nc(NC(=O)Cc3noc4ccccc34)sc2c1,UOUIWTUESXXDBU-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)Cc1noc2ccccc12,CCOc1ccc2nc(N)sc2c1,Amidation,C137594,0.0,A0514b,A0486a,98.0,0.0,6a8752375cb340695ae1b1d64fca9342,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0486a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C137594/UOUIWTUESXXDBU-UHFFFAOYSA-N/UOUIWTUESXXDBU-UHFFFAOYSA-N_6a8752375cb340695ae1b1d64fca9342_to_hippo.pkl.gz,98.0,78.0,,,,
0,CCC(=O)N1CC[C@H](C(=O)N[C@@H]2CNCCc3ccccc32)C1,YLJSCEDYXYHCFH-UHFFFAOYSA-N,,,aizynthfinder,hippo,NC1CNCCc2ccccc21,CCC(=O)N1CCC(C(=O)O)C1,Amidation,C13816,0.0,A1140a,A2293a,180.0,0.0,24381316019062efc36a0803017b3d38,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1140a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13816/YLJSCEDYXYHCFH-UHFFFAOYSA-N/YLJSCEDYXYHCFH-UHFFFAOYSA-N_24381316019062efc36a0803017b3d38_to_hippo.pkl.gz,180.0,23.0,,,,
0,COCCN1CCC[C@H](NC(=O)C[C@@H]2NCc3ccccc32)C1,QXBXKJNMGXBAQW-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CC1NCc2ccccc21,COCCN1CCCC(N)C1,Amidation,C13878,0.0,A2293a,A4943b,188.0,7.0,b8bba4aa08607f735ae6918e535c59e0,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2293a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13878/QXBXKJNMGXBAQW-UHFFFAOYSA-N/QXBXKJNMGXBAQW-UHFFFAOYSA-N_b8bba4aa08607f735ae6918e535c59e0_to_hippo.pkl.gz,188.0,30.0,,,,
0,CN1C(=O)CC[C@@H]1C(=O)OCC(C)(C)n1cccn1,FZXVNLASEWYDBT-UHFFFAOYSA-N,,,aizynthfinder,hippo,CN1C(=O)CCC1C(=O)O,CC(C)(CO)n1cccn1,Steglich_esterification,C13918,0.0,A2629a,A3956a,240.0,7.0,238c294bac31b6edb9ffc5b4d84295c3,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2629a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13918/FZXVNLASEWYDBT-UHFFFAOYSA-N/FZXVNLASEWYDBT-UHFFFAOYSA-N_238c294bac31b6edb9ffc5b4d84295c3_to_hippo.pkl.gz,240.0,99.0,,,,
0,O=C(N[C@@H](CO)CN1CCCCC1)[C@@H]1CNCc2ccccc21,OOBPFSHUNCZUBY-UHFFFAOYSA-N,,,aizynthfinder,hippo,NC(CO)CN1CCCCC1,O=C(O)C1CNCc2ccccc21,Amidation,C13863,0.0,A2293a,A4806a,456.0,14.0,81414df58fcb3362650ca4e21b1856ff,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2293a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C13863/OOBPFSHUNCZUBY-UHFFFAOYSA-N/OOBPFSHUNCZUBY-UHFFFAOYSA-N_81414df58fcb3362650ca4e21b1856ff_to_hippo.pkl.gz,456.0,61.0,,,,
0,O=C1CCCC[C@@H](c2ccncc2)C1,SINRWOHZHXCYHE-UHFFFAOYSA-N,SMARTSError,Reaction name Sp3-sp2_Suzuki_coupling not found in SMARTS handler.,,,,,,C14093,,A4029a,A2629a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2629a_apo-desolv.pdb,,,,,,,
0,CCCC[C@@H](C)NC(=O)C1CCNCC1,YASWEVOWOCSSRH-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)C1CCNCC1,CCCCC(C)N,Amidation,C1414,0.0,A4751a,A3181b,10000.0,0.0,50e43e24508c892615cc07a7688e4036,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4751a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C1414/YASWEVOWOCSSRH-UHFFFAOYSA-N/YASWEVOWOCSSRH-UHFFFAOYSA-N_50e43e24508c892615cc07a7688e4036_to_hippo.pkl.gz,92773.0,10099.0,A1778a,,,
0,CC[C@H](C)N(CC)C(=O)C[C@H]1CCCNC1,OEFMQFVOHCBHLP-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CC1CCCNC1,CCNC(C)CC,Amidation,C1401,0.0,A3181b,A4526a,10000.0,2.0,81f9b358df4e3c8fb03a17a68ffdcf05,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4526a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C1401/OEFMQFVOHCBHLP-UHFFFAOYSA-N/OEFMQFVOHCBHLP-UHFFFAOYSA-N_81f9b358df4e3c8fb03a17a68ffdcf05_to_hippo.pkl.gz,128054.0,7984.0,,,,
