id,smiles,tag
289862,Cn1nc(C(=O)NCCc2coc(-c3ccc(F)cc3)n2)c2cc(F)ccc21,True
289863,Cn1nc(C(=O)NCCc2coc(-c3ccc(F)cc3)n2)c2cc(Br)ccc21,True
289864,Cc1oc(-c2ccccc2)nc1CCNC(=O)c1nn(C)c2ccc(Br)cc12,True
289865,Cc1nc(CCNC(=O)c2nn(CC3CNC(=O)O3)c3ccccc23)c(C)o1,True
289866,Cc1ccc(-c2nc(CCNC(=O)c3nn(C)c4ccc(Br)cc34)co2)cc1,True
289867,Cc1ccc(-c2nc(CCNC(=O)c3nn(C)c4ccc(F)cc34)co2)cc1,True
289868,Cn1nc(C(=O)NC(Cc2cocn2)C(=O)OC(C)(C)C)c2cc(Br)ccc21,True
289869,COC(=O)c1nn(CC(=O)NC(Cc2cocn2)C(=O)OC)c2ccccc12,True
289870,COC(=O)c1ccc2c(c1)c(C(=O)NC(Cc1cocn1)C(=O)OC)nn2C,True
289871,Cn1nc(C(=O)NCC(C)(C)c2coc(-c3ccccc3)n2)c2cc(Br)ccc21,True
289872,COc1ccc(-c2nc(CCNC(=O)c3nn(C)c4ccc(Br)cc34)co2)cc1,True
289873,Cn1nc(C(=O)NCCc2coc(-c3ccccc3)n2)c2cc([N+](=O)[O-])ccc21,True
289874,Cn1nc(C(=O)NCC(C)(C)c2coc(-c3ccccc3)n2)c2cc(F)ccc21,True
289875,COc1ccc(-c2nc(CCNC(=O)c3nn(C)c4ccc(F)cc34)co2)cc1,True
289876,Cc1nc(CCNC(=O)c2nn(Cc3ccc(Cl)cc3Cl)c3ccccc23)co1,True
289877,CC(Cc1cocn1)NC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,True
289879,O=C(NCCc1coc(-c2ccccc2)n1)c1nn(C(F)(F)F)c2ccccc12,True
289880,Cc1oc(-c2ccccc2)nc1CCNC(=O)c1nn(C)c2ccc([N+](=O)[O-])cc12,True
289881,Cn1nc(C(=O)Nc2nc(C3CN(C(=O)OC(C)(C)C)C3)co2)c2cc(Br)ccc21,True
289882,Cn1nc(C(=O)Nc2nc(C3CN(C(=O)OC(C)(C)C)C3)co2)c2cc(F)ccc21,True
289883,Cn1nc(C(=O)NCCc2coc(-c3ccc(F)cc3)n2)c2cc([N+](=O)[O-])ccc21,True
289884,Cn1nc(C(=O)N2CCc3nc(-c4ccccc4)oc3C2)c2cc([N+](=O)[O-])ccc21,True
289885,Cn1nc(C(=O)NC(Cc2cocn2)C(=O)OC(C)(C)C)c2cc([N+](=O)[O-])ccc21,True
289886,Cc1ccc(-c2nc(CCNC(=O)c3nn(C)c4ccc([N+](=O)[O-])cc34)co2)cc1,True
289887,CC(C)(C)OC(=O)C(Cc1cocn1)NC(=O)c1nn(C(F)(F)F)c2ccccc12,True
289888,Cc1oc(-c2ccccc2)nc1CCNC(=O)c1nn(C(F)(F)F)c2ccccc12,True
289889,Cc1ccc(-c2nc(CCNC(=O)c3nn(C(F)(F)F)c4ccccc34)co2)cc1,True
289890,O=C(c1nn(C(F)(F)F)c2ccccc12)N1CCc2nc(-c3ccccc3)oc2C1,True
289891,O=C(NCCc1coc(-c2ccc(F)cc2)n1)c1nn(C(F)(F)F)c2ccccc12,True
